week_id,as_of_date,series_id,theme_id,label,unit,value,value_prior_week,change_pct,source_type,source_name,source_url,is_primary,data_quality,note,recorded_at
2026-W33,2026-08-15,stablecoin-supply-total,stablecoin-payment-rails,Total USD-pegged stablecoin supply,usd,307805242018,306546083823,0.411,aggregator,DefiLlama,https://stablecoins.llama.fi/stablecoins,false,aggregator; on-chain supply is directly observable but the aggregation is a third party's,330 USD-pegged assets. The float: it grows only if someone funds it.,2026-08-15T06:26:03.713Z
2026-W33,2026-08-15,stablecoin-supply-usdc,stablecoin-payment-rails,USD Coin (USDC) circulating supply,usd,72023936683,72263171495,-0.331,aggregator,DefiLlama,https://stablecoins.llama.fi/stablecoins,false,aggregator; on-chain supply is directly observable but the aggregation is a third party's,23.4% of USD-pegged supply.,2026-08-15T06:26:03.713Z
2026-W33,2026-08-15,stablecoin-supply-usdt,stablecoin-payment-rails,Tether (USDT) circulating supply,usd,183052410037,183060073879,-0.004,aggregator,DefiLlama,https://stablecoins.llama.fi/stablecoins,false,aggregator; on-chain supply is directly observable but the aggregation is a third party's,59.5% of USD-pegged supply.,2026-08-15T06:26:03.713Z
2026-W33,2026-08-15,stablecoin-usdc-share,stablecoin-payment-rails,USDC share of USD-pegged supply,percent,23.399,23.573,,aggregator,DefiLlama,https://stablecoins.llama.fi/stablecoins,false,aggregator; on-chain supply is directly observable but the aggregation is a third party's,Proxy for the regulated-issuer share of the rail. Rising share is the cleanest available sign of institutional rather than offshore adoption.,2026-08-15T06:26:03.713Z
2026-W34,2026-08-22,stablecoin-supply-chain-base,stablecoin-payment-rails,Stablecoin supply on Base,usd,4996445549,4853705130,2.941,aggregator,DefiLlama,https://stablecoins.llama.fi/stablecoins,false,aggregator; on-chain supply is directly observable but the aggregation is a third party's,Classified as payment-oriented. The classification is a judgement; the figure is not.,2026-08-22T06:28:58.871Z
2026-W34,2026-08-22,stablecoin-supply-chain-polygon,stablecoin-payment-rails,Stablecoin supply on Polygon,usd,3037154764,3490360733,-12.985,aggregator,DefiLlama,https://stablecoins.llama.fi/stablecoins,false,aggregator; on-chain supply is directly observable but the aggregation is a third party's,Classified as payment-oriented. The classification is a judgement; the figure is not.,2026-08-22T06:28:58.871Z
2026-W34,2026-08-22,stablecoin-supply-chain-solana,stablecoin-payment-rails,Stablecoin supply on Solana,usd,15827780979,15944374847,-0.731,aggregator,DefiLlama,https://stablecoins.llama.fi/stablecoins,false,aggregator; on-chain supply is directly observable but the aggregation is a third party's,Classified as payment-oriented. The classification is a judgement; the figure is not.,2026-08-22T06:28:58.871Z
2026-W34,2026-08-22,stablecoin-supply-chain-tron,stablecoin-payment-rails,Stablecoin supply on Tron,usd,92951944018,92091686549,0.934,aggregator,DefiLlama,https://stablecoins.llama.fi/stablecoins,false,aggregator; on-chain supply is directly observable but the aggregation is a third party's,Classified as payment-oriented. The classification is a judgement; the figure is not.,2026-08-22T06:28:58.871Z
2026-W34,2026-08-22,stablecoin-supply-fiat-backed,stablecoin-payment-rails,Fiat-backed stablecoin supply,usd,283287953633,281719219521,0.557,aggregator,DefiLlama,https://stablecoins.llama.fi/stablecoins,false,aggregator; on-chain supply is directly observable but the aggregation is a third party's,The regulated-rail subset. Crypto-backed and algorithmic supply is excluded because it answers a different question.,2026-08-22T06:28:58.871Z
2026-W34,2026-08-22,stablecoin-supply-payment-chains,stablecoin-payment-rails,"Stablecoin supply on payment-oriented chains (Tron, Solana, Base, Polygon)",usd,116813325311,116380127258,0.372,aggregator,DefiLlama,https://stablecoins.llama.fi/stablecoins,false,aggregator; on-chain supply is directly observable but the aggregation is a third party's,"Separates payment balances from trading collateral. Authored chain classification — argue with the list, not the arithmetic.",2026-08-22T06:28:58.871Z
2026-W34,2026-08-22,stablecoin-supply-total,stablecoin-payment-rails,Total USD-pegged stablecoin supply,usd,309429806755,307334472468,0.682,aggregator,DefiLlama,https://stablecoins.llama.fi/stablecoins,false,aggregator; on-chain supply is directly observable but the aggregation is a third party's,333 USD-pegged assets. The float: it grows only if someone funds it.,2026-08-22T06:28:58.871Z
2026-W34,2026-08-22,stablecoin-supply-usdc,stablecoin-payment-rails,USD Coin (USDC) circulating supply,usd,73622397141,72038839015,2.198,aggregator,DefiLlama,https://stablecoins.llama.fi/stablecoins,false,aggregator; on-chain supply is directly observable but the aggregation is a third party's,23.8% of USD-pegged supply.,2026-08-22T06:28:58.871Z
2026-W34,2026-08-22,stablecoin-supply-usdt,stablecoin-payment-rails,Tether (USDT) circulating supply,usd,183137101251,183169785170,-0.018,aggregator,DefiLlama,https://stablecoins.llama.fi/stablecoins,false,aggregator; on-chain supply is directly observable but the aggregation is a third party's,59.2% of USD-pegged supply.,2026-08-22T06:28:58.871Z
2026-W34,2026-08-22,stablecoin-usdc-share,stablecoin-payment-rails,USDC share of USD-pegged supply,percent,23.793,23.440,,aggregator,DefiLlama,https://stablecoins.llama.fi/stablecoins,false,aggregator; on-chain supply is directly observable but the aggregation is a third party's,Proxy for the regulated-issuer share of the rail. Rising share is the cleanest available sign of institutional rather than offshore adoption.,2026-08-22T06:28:58.871Z
