week_id,as_of_date,asset_id,price,currency,market_cap,enterprise_value,revenue_ttm,revenue_growth_yoy,gross_margin,operating_margin,free_cash_flow_margin,net_cash,valuation_metric,valuation_value,data_quality
2026-W32,2026-08-08,ccj,97.39,USD,42409252477,,,,,,,,market_cap_usd,42409252477,price is a third-party market observation (2026-08-07); market cap derived from it and the 40-F share count reported for 2025-12-31 (SEC XBRL dei:EntityCommonStockSharesOutstanding); fundamentals not collected
2026-W32,2026-08-08,uec,11.26,USD,5572262841,,,,,,,,market_cap_usd,5572262841,price is a third-party market observation (2026-08-07); market cap derived from it and the 10-Q share count reported for 2026-06-08 (SEC XBRL dei:EntityCommonStockSharesOutstanding); fundamentals not collected
2026-W32,2026-08-08,dnn,3.22,USD,2903187259,,,,,,,,market_cap_usd,2903187259,price is a third-party market observation (2026-08-07); market cap derived from it and the 40-F share count reported for 2025-12-31 (SEC XBRL dei:EntityCommonStockSharesOutstanding); fundamentals not collected
2026-W32,2026-08-08,nxe,10.43,USD,6883383551,,,,,,,,market_cap_usd,6883383551,price is a third-party market observation (2026-08-07); market cap derived from it and the 40-F share count reported for 2025-12-31 (SEC XBRL dei:EntityCommonStockSharesOutstanding); fundamentals not collected
2026-W32,2026-08-08,uuuu,14.14,USD,3534505100,,,,,,,,market_cap_usd,3534505100,price is a third-party market observation (2026-08-07); market cap derived from it and the 10-Q share count reported for 2026-07-31 (SEC XBRL dei:EntityCommonStockSharesOutstanding); fundamentals not collected
2026-W32,2026-08-08,smr,9.82,USD,,,,,,,,,,,price is a third-party market observation (2026-08-07); no share count available so no market cap; fundamentals not collected
2026-W32,2026-08-08,bwxt,169.9,USD,15566574402,,,,,,,,market_cap_usd,15566574402,price is a third-party market observation (2026-08-07); market cap derived from it and the 10-Q/A share count reported for 2026-07-31 (SEC XBRL dei:EntityCommonStockSharesOutstanding); fundamentals not collected
2026-W32,2026-08-08,usar,19.33,USD,2563903384,,,,,,,,market_cap_usd,2563903384,price is a third-party market observation (2026-08-07); market cap derived from it and the 10-Q share count reported for 2025-10-31 (SEC XBRL dei:EntityCommonStockSharesOutstanding); fundamentals not collected
2026-W32,2026-08-08,tmc,4.57,USD,1979820601,,,,,,,,market_cap_usd,1979820601,price is a third-party market observation (2026-08-07); market cap derived from it and the 10-Q share count reported for 2026-05-14 (SEC XBRL dei:EntityCommonStockSharesOutstanding); fundamentals not collected
2026-W32,2026-08-08,alb,131.11,USD,15471643023,,,,,,,,market_cap_usd,15471643023,price is a third-party market observation (2026-08-07); market cap derived from it and the 10-Q share count reported for 2026-07-29 (SEC XBRL dei:EntityCommonStockSharesOutstanding); fundamentals not collected
2026-W32,2026-08-08,pl,23.93,USD,,,,,,,,,,,price is a third-party market observation (2026-08-07); no share count available so no market cap; fundamentals not collected
2026-W32,2026-08-08,satl,5.52,USD,150684789,,,,,,,,market_cap_usd,150684789,price is a third-party market observation (2026-08-07); market cap derived from it and the 20-F/A share count reported for 2022-04-25 (SEC XBRL dei:EntityCommonStockSharesOutstanding); fundamentals not collected
2026-W32,2026-08-08,krmn,58.23,USD,7717006391,,,,,,,,market_cap_usd,7717006391,price is a third-party market observation (2026-08-07); market cap derived from it and the 10-Q share count reported for 2026-05-05 (SEC XBRL dei:EntityCommonStockSharesOutstanding); fundamentals not collected
2026-W32,2026-08-08,rdw,13.59,USD,3397399556,,,,,,,,market_cap_usd,3397399556,price is a third-party market observation (2026-08-07); market cap derived from it and the 10-Q share count reported for 2026-08-03 (SEC XBRL dei:EntityCommonStockSharesOutstanding); fundamentals not collected
2026-W32,2026-08-08,lunr,16.4,USD,1380429935,,,,,,,,market_cap_usd,1380429935,price is a third-party market observation (2026-08-07); market cap derived from it and the 10-K share count reported for 2023-03-29 (SEC XBRL dei:EntityCommonStockSharesOutstanding); fundamentals not collected
2026-W32,2026-08-08,asts,71.94,USD,,,,,,,,,,,price is a third-party market observation (2026-08-07); no share count available so no market cap; fundamentals not collected
2026-W32,2026-08-08,cmi,644.26,USD,88691722395,,,,,,,,market_cap_usd,88691722395,price is a third-party market observation (2026-08-07); market cap derived from it and the 10-Q share count reported for 2026-06-30 (SEC XBRL dei:EntityCommonStockSharesOutstanding); fundamentals not collected
2026-W32,2026-08-08,powl,211.56,USD,7707673240,,,,,,,,market_cap_usd,7707673240,price is a third-party market observation (2026-08-07); market cap derived from it and the 10-Q share count reported for 2026-08-03 (SEC XBRL dei:EntityCommonStockSharesOutstanding); fundamentals not collected
2026-W32,2026-08-08,spxc,215.68,USD,10802518285,,,,,,,,market_cap_usd,10802518285,price is a third-party market observation (2026-08-07); market cap derived from it and the 10-Q share count reported for 2026-07-24 (SEC XBRL dei:EntityCommonStockSharesOutstanding); fundamentals not collected
2026-W32,2026-08-08,tt,482.31,USD,106119378499,,,,,,,,market_cap_usd,106119378499,price is a third-party market observation (2026-08-07); market cap derived from it and the 10-Q share count reported for 2026-07-24 (SEC XBRL dei:EntityCommonStockSharesOutstanding); fundamentals not collected
2026-W32,2026-08-08,eme,816.9,USD,36033378127,,,,,,,,market_cap_usd,36033378127,price is a third-party market observation (2026-08-07); market cap derived from it and the 10-Q share count reported for 2026-07-24 (SEC XBRL dei:EntityCommonStockSharesOutstanding); fundamentals not collected
2026-W32,2026-08-08,myrg,337.42,USD,5253376335,,,,,,,,market_cap_usd,5253376335,price is a third-party market observation (2026-08-07); market cap derived from it and the 10-Q share count reported for 2026-07-24 (SEC XBRL dei:EntityCommonStockSharesOutstanding); fundamentals not collected
